"No_";"Name";"Customer Posting Group";"Creation Date";"VIP";"Country_Region Code";"City";"BirthDate";"MaritalStatus";"Gender";"EmailAddress";"AnnualIncome";"TotalChildren";"EducationLevel";"Occupation";"HomeOwner"
"CLI1384";"NOAH COLEMAN";"S_1";"1/4/2016 12:00:00 AM";0;"ES";"Alcira";"2/2/1935";"S";"M";"noah2@adventure-works.com";"$70,000";4;"Graduate Degree";"Management";"Y"
"CLI1389";"SPENCER RUSSELL";"S_1";"9/29/2020 12:00:00 AM";0;"ES";"Anna";"12/12/1960";"S";"M";"spencer22@adventure-works.com";"$90,000";4;"High School";"Professional";"N"
"CLI1391";"JULIA GARCIA";"S_1";"1/4/2016 12:00:00 AM";0;"PS";"Yata";"3/17/1960";"M";"F";"julia38@adventure-works.com";"$100,000";0;"Partial College";"Professional";"Y"
"CLI1397";"VICTORIA LEWIS";"S_1";"1/4/2016 12:00:00 AM";0;"ES";"olivia";"6/12/1954";"S";"F";"victoria20@adventure-works.com";"$60,000";2;"High School";"Professional";"Y"
"CLI1398";"ERIN SANDERS";"S_1";"7/2/2019 12:00:00 AM";0;"ES";"Cullera";"7/9/1953";"S";"F";"erin7@adventure-works.com";"$70,000";3;"Graduate Degree";"Management";"Y"
"CLI1409";"VICTORIA RUSSELL";"S_1";"5/22/2014 12:00:00 AM";0;"ES";"Vitoria";"9/17/1952";"S";"F";"victoria66@adventure-works.com";"$40,000";3;"Partial College";"Professional";"N"
"CLI1411";"JADE BAILEY";"S_1";"5/22/2014 12:00:00 AM";0;"ES";"Bilbao";"4/27/1937";"M";"F";"jade13@adventure-works.com";"$70,000";4;"Graduate Degree";"Management";"N"
"CLI1412";"MORGAN HILL";"S_1";"5/22/2014 12:00:00 AM";0;"ES";"Llanes";"6/26/1937";"M";"F";"morgan19@adventure-works.com";"$80,000";4;"Graduate Degree";"Management";"Y"
"CLI1414";"SYDNEY GARCIA";"S_1";"1/4/2016 12:00:00 AM";0;"PS";"Halhul";"3/15/1938";"M";"F";"sydney78@adventure-works.com";"$90,000";5;"Bachelors";"Management";"Y"
"CLI1425";"EMILY MILLER";"S_1";"1/4/2016 12:00:00 AM";0;"PS";"Qabatiya";"7/10/1962";"M";"F";"emily6@adventure-works.com";"$20,000";1;"Graduate Degree";"Clerical";"Y"
"CLI1426";"NICOLE BROWN";"S_1";"1/4/2016 12:00:00 AM";0;"ES";"Lastres";"3/22/1961";"M";"F";"nicole4@adventure-works.com";"$10,000";1;"Bachelors";"Manual";"Y"
"CLI1428";"SHAUN RAJI";"S_1";"1/4/2016 12:00:00 AM";0;"PS";"Salfit";"3/12/1962";"M";"M";"shaun21@adventure-works.com";"$20,000";1;"Graduate Degree";"Clerical";"Y"
"CLI1429";"JEROME ROMERO";"S_1";"5/22/2014 12:00:00 AM";0;"ES";"Oviedo";"9/21/1961";"M";"M";"jerome7@adventure-works.com";"$10,000";1;"Bachelors";"Manual";"Y"
"CLI1430";"FRANK NAVARRO";"S_1";"1/4/2016 12:00:00 AM";0;"PS";"Bani Suheila";"8/10/1961";"M";"M";"frank17@adventure-works.com";"$20,000";1;"Graduate Degree";"Clerical";"Y"
"CLI1431";"DENNIS SHE";"S_1";"5/28/2021 12:00:00 AM";0;"ES";"Gijón";"7/8/1961";"S";"M";"dennis25@adventure-works.com";"$20,000";1;"Graduate Degree";"Clerical";"Y"
"CLI1433";"RANDY ZENG";"S_1";"9/3/2019 12:00:00 AM";0;"ES";"Torrelavega";"8/21/1936";"M";"M";"randy24@adventure-works.com";"$20,000";1;"Graduate Degree";"Clerical";"Y"
"CLI1437";"JESSIE JIMENEZ";"S_1";"1/10/2017 12:00:00 AM";0;"ES";"Santander";"7/24/1957";"M";"F";"jessie3@adventure-works.com";"$10,000";1;"Partial College";"Manual";"Y"
"CLI1439";"DEANNA GUTIERREZ";"S_1";"1/4/2016 12:00:00 AM";0;"PS";"Bayt Sahur";"5/22/1955";"S";"F";"deanna37@adventure-works.com";"$10,000";2;"Partial College";"Manual";"Y"
"CLI1441";"SHAWN RAI";"S_1";"5/22/2014 12:00:00 AM";0;"ES";"Guetaria";"9/22/1955";"M";"M";"shawn19@adventure-works.com";"$10,000";2;"Partial College";"Manual";"Y"
"CLI1448";"ROBERTO GUTIERREZ";"S_1";"6/6/2016 12:00:00 AM";0;"PS";"Bayt Sahur";"12/28/1942";"M";"M";"roberto11@adventure-works.com";"$40,000";1;"Graduate Degree";"Clerical";"Y"
"CLI1450";"TERRENCE CARSON";"S_1";"10/9/2014 12:00:00 AM";0;"ES";"Mundaca";"5/27/1980";"S";"M";"terrence15@adventure-works.com";"$10,000";0;"Partial College";"Manual";"N"
"CLI1451";"RAMON YE";"S_1";"1/4/2016 12:00:00 AM";0;"ES";"Bermeo";"3/23/1979";"S";"M";"ramon9@adventure-works.com";"$10,000";0;"Partial College";"Manual";"N"
"CLI1459";"BRITTNEY SUN";"S_1";"7/3/2019 12:00:00 AM";0;"ES";"Pasajes";"6/9/1979";"S";"F";"brittney12@adventure-works.com";"$10,000";1;"High School";"Manual";"N"
"CLI1460";"VIRGINIA PATEL";"S_1";"5/19/2021 12:00:00 AM";0;"PS";"Halhul";"10/25/1979";"M";"F";"virginia4@adventure-works.com";"$20,000";0;"Bachelors";"Clerical";"Y"
"CLI1461";"CALVIN NARA";"S_1";"1/31/2018 12:00:00 AM";0;"ES";"Estepa";"2/22/1979";"M";"M";"calvin15@adventure-works.com";"$20,000";0;"Bachelors";"Clerical";"Y"
"CLI1463";"ASHLEE TANG";"S_1";"5/22/2014 12:00:00 AM";0;"ES";"Lebrija";"8/4/1978";"M";"F";"ashlee11@adventure-works.com";"$20,000";0;"Bachelors";"Clerical";"N"
"CLI1470";"FRANCISCO MARTINEZ";"S_1";"7/3/2019 12:00:00 AM";0;"ES";"Cazalla de la Sierra";"5/9/1943";"M";"M";"francisco19@adventure-works.com";"$30,000";1;"Bachelors";"Clerical";"Y"
"CLI1476";"MEREDITH RAMAN";"S_1";"1/4/2016 12:00:00 AM";0;"ES";"Constantina";"8/22/1959";"M";"F";"meredith11@adventure-works.com";"$20,000";2;"Partial College";"Manual";"Y"
"CLI1482";"KARL SHAN";"S_1";"1/4/2016 12:00:00 AM";0;"PS";"Jericho";"4/24/1970";"S";"M";"karl11@adventure-works.com";"$10,000";1;"High School";"Manual";"N"
"CLI1485";"WILLIE ZHAO";"S_1";"5/22/2014 12:00:00 AM";0;"ES";"Osuna";"2/7/1970";"S";"M";"willie8@adventure-works.com";"$10,000";2;"High School";"Manual";"Y"
"CLI1489";"BETH GUTIERREZ";"S_1";"1/4/2016 12:00:00 AM";0;"ES";"Granada";"10/18/1970";"S";"F";"beth13@adventure-works.com";"$30,000";0;"Bachelors";"Clerical";"Y"
"CLI1491";"IAN LOPEZ";"S_1";"1/22/2021 12:00:00 AM";0;"ES";"Palma";"10/5/1969";"M";"M";"ian27@adventure-works.com";"$10,000";2;"High School";"Manual";"N"
"CLI1499";"NANCY SCHMIDT";"S_1";"1/4/2016 12:00:00 AM";0;"PS";"Halhul";"1/9/1969";"S";"F";"nancy13@adventure-works.com";"$40,000";0;"Graduate Degree";"Clerical";"Y"
"CLI1500";"MEGAN TAYLOR";"S_1";"9/18/2019 12:00:00 AM";0;"PS";"Jericho";"1/1/1952";"S";"F";"megan12@adventure-works.com";"$10,000";3;"Partial College";"Manual";"N"
"CLI1501";"BONNIE GOEL";"S_1";"9/19/2019 12:00:00 AM";0;"ES";"Murcia";"2/17/1952";"S";"F";"bonnie25@adventure-works.com";"$10,000";3;"Partial College";"Manual";"N"
"CLI1502";"LATOYA XU";"S_1";"5/22/2014 12:00:00 AM";0;"ES";"Malaga";"7/3/1952";"M";"F";"latoya4@adventure-works.com";"$20,000";2;"Partial College";"Manual";"Y"
"CLI1504";"DARREN GILL";"S_1";"1/4/2016 12:00:00 AM";0;"PS";"Halhul";"5/14/1953";"M";"M";"darren36@adventure-works.com";"$10,000";2;"High School";"Manual";"N"
"CLI1505";"JACQUELINE HAYES";"S_1";"5/22/2014 12:00:00 AM";0;"ES";"Sevilla";"3/5/1968";"S";"F";"jacqueline23@adventure-works.com";"$10,000";2;"High School";"Manual";"Y"
"CLI1512";"RANDY SHE";"S_1";"1/4/2016 12:00:00 AM";0;"ES";"Cadiz";"6/5/1944";"S";"M";"randy25@adventure-works.com";"$90,000";5;"Partial College";"Professional";"N"
"CLI1515";"RAFAEL HU";"S_1";"9/11/2020 12:00:00 AM";0;"ES";"San Sebastián";"2/9/1945";"S";"M";"rafael20@adventure-works.com";"$90,000";5;"Partial College";"Professional";"N"
"CLI1520";"JASMINE STEWART";"S_1";"1/4/2016 12:00:00 AM";0;"ES";"Vitoria";"11/5/1954";"M";"F";"jasmine22@adventure-works.com";"$80,000";4;"Partial College";"Professional";"N"
"CLI1521";"PAMELA GARCIA";"S_1";"1/4/2016 12:00:00 AM";0;"ES";"Bilbao";"12/7/1953";"M";"F";"pamela18@adventure-works.com";"$80,000";4;"Partial College";"Professional";"Y"
"CLI1524";"DESIREE DOMINGUEZ";"S_1";"1/4/2016 12:00:00 AM";0;"PS";"Beit Lahia";"12/18/1953";"M";"F";"desiree9@adventure-works.com";"$110,000";2;"Partial College";"Professional";"Y"
"CLI1527";"CASEY YUAN";"S_1";"5/22/2014 12:00:00 AM";0;"ES";"Llanes";"3/24/1952";"M";"F";"casey7@adventure-works.com";"$90,000";4;"High School";"Professional";"Y"
"CLI1542";"KARI KIM";"S_1";"1/4/2017 12:00:00 AM";0;"ES";"Lastres";"7/21/1974";"S";"F";"kari3@adventure-works.com";"$70,000";0;"Bachelors";"Professional";"N"
"CLI1545";"KYLE PATTERSON";"S_1";"1/4/2016 12:00:00 AM";0;"ES";"Oviedo";"4/28/1975";"S";"M";"kyle5@adventure-works.com";"$80,000";0;"Bachelors";"Professional";"Y"
"CLI1548";"RUBEN MUÑOZ";"S_1";"5/22/2014 12:00:00 AM";0;"ES";"Gijón";"11/9/1974";"S";"M";"ruben30@adventure-works.com";"$70,000";0;"Bachelors";"Professional";"N"
"CLI1549";"ERIKA RUBIO";"S_1";"7/15/2020 12:00:00 AM";0;"ES";"Torrelavega";"11/5/1973";"S";"F";"erika18@adventure-works.com";"$80,000";0;"Bachelors";"Professional";"N"
"CLI1553";"ROSS SANZ";"S_1";"5/7/2021 12:00:00 AM";0;"ES";"Santander";"4/21/1974";"M";"M";"ross38@adventure-works.com";"$100,000";0;"High School";"Management";"Y"
"CLI1560";"LAURA LIN";"S_1";"9/3/2019 12:00:00 AM";0;"ES";"Sevilla";"1/19/1972";"M";"F";"laura14@adventure-works.com";"$110,000";0;"High School";"Management";"Y"
"CLI1569";"LATASHA SUAREZ";"S_1";"5/22/2014 12:00:00 AM";0;"ES";"Cadiz";"9/25/1973";"S";"F";"latasha19@adventure-works.com";"$30,000";0;"Partial College";"Clerical";"Y"
"CLI1572";"MELVIN XU";"S_1";"1/4/2016 12:00:00 AM";0;"ES";"San Sebastián";"2/22/1980";"S";"M";"melvin5@adventure-works.com";"$20,000";0;"Partial High School";"Manual";"Y"
"CLI1574";"ERIKA NAVARRO";"S_1";"6/5/2019 12:00:00 AM";0;"ES";"Vitoria";"11/17/1974";"M";"F";"erika7@adventure-works.com";"$40,000";1;"Bachelors";"Skilled Manual";"Y"
"CLI1575";"TRISTAN HUGHES";"S_1";"6/5/2019 12:00:00 AM";0;"ES";"Bilbao";"6/25/1973";"S";"M";"tristan12@adventure-works.com";"$30,000";0;"High School";"Manual";"N"
"CLI1576";"BILLY HERNANDEZ";"S_1";"6/5/2019 12:00:00 AM";0;"ES";"Llanes";"2/25/1973";"S";"M";"billy5@adventure-works.com";"$30,000";0;"High School";"Manual";"N"
"CLI1577";"DARRYL WU";"S_1";"9/3/2019 12:00:00 AM";0;"ES";"Lastres";"4/22/1973";"M";"M";"darryl6@adventure-works.com";"$40,000";1;"Bachelors";"Skilled Manual";"Y"
"CLI1585";"DONALD CHANDRA";"S_1";"7/3/2019 12:00:00 AM";0;"ES";"Oviedo";"8/7/1972";"M";"M";"donald4@adventure-works.com";"$40,000";2;"Partial College";"Clerical";"N"
"CLI1587";"MORGAN JONES";"S_1";"10/22/2020 12:00:00 AM";0;"ES";"Gijón";"7/9/1971";"S";"F";"morgan26@adventure-works.com";"$10,000";0;"Partial High School";"Manual";"N"
"CLI1594";"TERRENCE CHANDER";"S_1";"2/26/2021 12:00:00 AM";0;"ES";"Torrelavega";"11/19/1971";"S";"M";"terrence16@adventure-works.com";"$30,000";0;"High School";"Manual";"N"
"CLI1595";"DAWN WU";"S_1";"1/4/2016 12:00:00 AM";0;"PS";"Belén";"12/2/1970";"S";"F";"dawn8@adventure-works.com";"$40,000";2;"Partial College";"Clerical";"Y"
"CLI1597";"GARY ORTEGA";"S_1";"1/4/2016 12:00:00 AM";0;"PS";"Beit Lahia";"10/17/1970";"S";"M";"gary31@adventure-works.com";"$40,000";2;"Partial College";"Clerical";"Y"
"CLI1599";"PEDRO VANCE";"S_1";"7/3/2019 12:00:00 AM";0;"ES";"Santander";"11/14/1974";"S";"M";"pedro4@adventure-works.com";"$40,000";3;"Partial College";"Clerical";"Y"
"CLI1600";"SARAH SIMMONS";"S_1";"8/23/2019 12:00:00 AM";0;"ES";"Alcalá de Henares";"9/18/1974";"S";"F";"sarah40@adventure-works.com";"$40,000";0;"Graduate Degree";"Skilled Manual";"Y"
"CLI1601";"BRANDY CHANDRA";"S_1";"1/4/2016 12:00:00 AM";0;"ES";"Teruel";"7/7/1975";"S";"F";"brandy20@adventure-works.com";"$40,000";3;"Partial College";"Clerical";"Y"
"CLI1607";"JASMINE POWELL";"S_1";"1/4/2016 12:00:00 AM";0;"ES";"Jaén";"7/7/1966";"S";"F";"jasmine48@adventure-works.com";"$60,000";0;"Graduate Degree";"Skilled Manual";"Y"
"CLI1608";"NICHOLAS BROWN";"S_1";"4/29/2021 12:00:00 AM";0;"ES";"León";"5/17/1966";"S";"M";"nicholas6@adventure-works.com";"$60,000";0;"Graduate Degree";"Skilled Manual";"N"
"CLI1609";"ISABELLA RUSSELL";"S_1";"5/12/2015 12:00:00 AM";0;"ES";"Almeria";"11/20/1966";"S";"F";"isabella30@adventure-works.com";"$60,000";0;"Graduate Degree";"Skilled Manual";"Y"
"CLI1610";"ELIZABETH WILSON";"S_1";"5/28/2021 12:00:00 AM";0;"ES";"Mérida";"7/7/1966";"S";"F";"elizabeth11@adventure-works.com";"$60,000";0;"Graduate Degree";"Skilled Manual";"Y"
"CLI1617";"SHANNON HUANG";"S_1";"7/3/2019 12:00:00 AM";0;"ES";"Jerez de la Frontera";"2/25/1954";"M";"F";"shannon6@adventure-works.com";"$30,000";1;"High School";"Clerical";"Y"
"CLI1618";"MYA GONZALES";"S_1";"2/25/2015 12:00:00 AM";0;"ES";"Espinosa de los Monteros";"10/21/1954";"M";"F";"mya17@adventure-works.com";"$30,000";1;"High School";"Clerical";"Y"
"CLI1622";"JADA MORGAN";"S_1";"4/29/2016 12:00:00 AM";0;"ES";"Maliaño";"4/11/1955";"M";"F";"jada14@adventure-works.com";"$40,000";1;"Partial College";"Clerical";"Y"
"CLI1625";"LUCAS TAYLOR";"S_1";"7/3/2019 12:00:00 AM";0;"ES";"Pamplona";"8/10/1956";"M";"M";"lucas22@adventure-works.com";"$40,000";1;"Partial College";"Clerical";"Y"
"CLI1633";"NINA YUAN";"S_1";"7/3/2019 12:00:00 AM";0;"ES";"Barcelona";"1/7/1957";"M";"F";"nina7@adventure-works.com";"$40,000";1;"Partial College";"Clerical";"Y"
"CLI1642";"ALBERTO NAVARRO";"S_1";"7/3/2019 12:00:00 AM";0;"ES";"Leida";"1/28/1959";"S";"M";"alberto11@adventure-works.com";"$60,000";4;"Graduate Degree";"Skilled Manual";"Y"
"CLI1643";"AIDAN ROSS";"S_1";"7/3/2019 12:00:00 AM";0;"ES";"Tarragona";"4/12/1959";"S";"M";"aidan4@adventure-works.com";"$60,000";4;"Graduate Degree";"Skilled Manual";"N"
"CLI1644";"ALEJANDRO TANG";"S_1";"4/29/2021 12:00:00 AM";0;"ES";"Alcalá de Henares";"9/10/1968";"S";"M";"alejandro30@adventure-works.com";"$20,000";1;"Partial College";"Manual";"N"
"CLI1651";"CRYSTAL LIANG";"S_1";"7/3/2019 12:00:00 AM";0;"ES";"Cuenca";"9/6/1968";"M";"F";"crystal17@adventure-works.com";"$40,000";0;"Bachelors";"Clerical";"Y"
"CLI1653";"SHANNON ALVAREZ";"S_1";"7/3/2019 12:00:00 AM";0;"PS";"Belén";"5/25/1967";"S";"M";"shannon26@adventure-works.com";"$10,000";3;"High School";"Manual";"Y"
"CLI1655";"SHARON LUO";"S_1";"7/3/2019 12:00:00 AM";0;"ES";"Frias";"9/9/1967";"M";"F";"sharon12@adventure-works.com";"$20,000";1;"Partial College";"Manual";"Y"
"CLI1665";"CESAR SRINI";"S_1";"7/3/2019 12:00:00 AM";0;"ES";"Sabinosa";"2/1/1966";"S";"M";"cesar7@adventure-works.com";"$20,000";1;"High School";"Manual";"N"
"CLI1670";"ALEXIA FOSTER";"S_1";"9/3/2019 12:00:00 AM";0;"ES";"Viniegra de Abajo";"10/23/1966";"S";"F";"alexia13@adventure-works.com";"$20,000";2;"High School";"Manual";"Y"
"CLI1671";"TROY MALHOTRA";"S_1";"7/3/2019 12:00:00 AM";0;"ES";"Jorquera";"5/10/1966";"M";"M";"troy5@adventure-works.com";"$30,000";1;"Bachelors";"Clerical";"Y"
"CLI1674";"BILLY MORENO";"S_1";"7/3/2019 12:00:00 AM";0;"ES";"Ohanes";"3/15/1966";"M";"M";"billy8@adventure-works.com";"$30,000";1;"Bachelors";"Skilled Manual";"Y"
"CLI1675";"MEAGAN SUBRAM";"S_1";"9/17/2019 12:00:00 AM";0;"ES";"Redes";"11/15/1965";"S";"F";"meagan13@adventure-works.com";"$20,000";2;"High School";"Manual";"Y"
"CLI1676";"KARLA LUO";"S_1";"7/3/2019 12:00:00 AM";0;"ES";"Bárcena Mayor";"7/17/1965";"S";"F";"karla6@adventure-works.com";"$20,000";2;"High School";"Manual";"Y"
"CLI1677";"JACKSON CAMPBELL";"S_1";"7/3/2019 12:00:00 AM";0;"ES";"Reinosa";"4/21/1965";"S";"M";"jackson37@adventure-works.com";"$20,000";2;"High School";"Manual";"Y"
"CLI1678";"MICAH ZHU";"S_1";"12/15/2015 12:00:00 AM";0;"ES";"Lastres";"2/10/1965";"M";"M";"micah1@adventure-works.com";"$30,000";1;"Bachelors";"Skilled Manual";"Y"
"CLI1683";"CINDY JORDAN";"S_1";"7/3/2019 12:00:00 AM";0;"ES";"Madrid";"9/4/1966";"M";"F";"cindy2@adventure-works.com";"$40,000";0;"Bachelors";"Professional";"Y"
"CLI1688";"ALBERTO ROMERO";"S_1";"7/3/2019 12:00:00 AM";0;"ES";"Alcalá de Henares";"12/15/1965";"M";"M";"alberto10@adventure-works.com";"$40,000";1;"Bachelors";"Skilled Manual";"Y"
"CLI1691";"EBONY MALHOTRA";"S_1";"7/3/2019 12:00:00 AM";0;"ES";"Teruel";"5/4/1964";"M";"F";"ebony4@adventure-works.com";"$40,000";1;"Bachelors";"Skilled Manual";"Y"
"CLI1692";"ERIKA DIAZ";"S_1";"5/11/2021 12:00:00 AM";0;"ES";"Jaén";"10/18/1963";"S";"F";"erika2@adventure-works.com";"$30,000";2;"Partial College";"Clerical";"Y"
"CLI1693";"STACEY LU";"S_1";"7/3/2019 12:00:00 AM";0;"ES";"León";"5/16/1963";"S";"F";"stacey12@adventure-works.com";"$30,000";3;"Partial College";"Clerical";"Y"
"CLI1695";"ARMANDO MORENO";"S_1";"7/3/2019 12:00:00 AM";0;"ES";"Almeria";"3/25/1977";"S";"M";"armando6@adventure-works.com";"$20,000";0;"High School";"Manual";"Y"
"CLI1699";"JANELLE CHANDRA";"S_1";"7/3/2019 12:00:00 AM";0;"ES";"Mérida";"2/6/1978";"S";"F";"janelle2@adventure-works.com";"$30,000";3;"Partial College";"Clerical";"Y"
"CLI1712";"EUGENE YE";"S_1";"7/3/2019 12:00:00 AM";0;"ES";"Jerez de la Frontera";"6/26/1976";"S";"M";"eugene13@adventure-works.com";"$30,000";0;"Partial College";"Clerical";"N"
"CLI1713";"BLAKE COLLINS";"S_1";"7/3/2019 12:00:00 AM";0;"ES";"Espinosa de los Monteros";"4/23/1975";"S";"M";"blake47@adventure-works.com";"$30,000";0;"Partial College";"Clerical";"N"
"CLI1717";"KATRINA SHARMA";"S_1";"10/18/2019 12:00:00 AM";0;"ES";"Maliaño";"8/17/1975";"S";"F";"katrina8@adventure-works.com";"$30,000";0;"Partial College";"Clerical";"N"
"CLI1718";"DWAYNE NAVARRO";"S_1";"7/3/2019 12:00:00 AM";0;"ES";"Pamplona";"11/21/1975";"M";"M";"dwayne9@adventure-works.com";"$40,000";1;"Bachelors";"Skilled Manual";"Y"
"CLI1719";"CASEY NATH";"S_1";"7/3/2019 12:00:00 AM";0;"ES";"Barcelona";"3/9/1975";"M";"F";"casey20@adventure-works.com";"$40,000";1;"Bachelors";"Skilled Manual";"Y"
"CLI1722";"SIERRA YOUNG";"S_1";"9/28/2020 12:00:00 AM";0;"ES";"Leida";"5/1/1973";"S";"F";"sierra15@adventure-works.com";"$50,000";0;"Graduate Degree";"Skilled Manual";"Y"
"CLI1725";"GABRIEL ALLEN";"S_1";"7/3/2019 12:00:00 AM";0;"ES";"Tarragona";"12/17/1973";"M";"M";"gabriel53@adventure-works.com";"$50,000";0;"Graduate Degree";"Skilled Manual";"Y"
"CLI1726";"ANGELA PERRY";"S_1";"7/3/2019 12:00:00 AM";0;"ES";"Alcalá de Henares";"6/27/1973";"S";"NA";"angela10@adventure-works.com";"$50,000";1;"Graduate Degree";"Skilled Manual";"Y"
"CLI1737";"DARRELL CHANDE";"S_1";"9/26/2017 12:00:00 AM";0;"ES";"Cuenca";"8/14/1972";"M";"M";"darrell4@adventure-works.com";"$60,000";1;"Graduate Degree";"Skilled Manual";"Y"
"CLI1738";"KIMBERLY COX";"S_1";"4/23/2021 12:00:00 AM";0;"ES";"Frias";"12/22/1972";"S";"F";"kimberly14@adventure-works.com";"$60,000";1;"Graduate Degree";"Professional";"Y"
"CLI1740";"ANTONIO POWELL";"S_1";"9/17/2019 12:00:00 AM";0;"ES";"Sabinosa";"3/12/1972";"M";"M";"antonio8@adventure-works.com";"$70,000";1;"Graduate Degree";"Professional";"Y"
"CLI1747";"GABRIELLA TURNER";"S_1";"7/3/2019 12:00:00 AM";0;"ES";"Viniegra de Abajo";"10/19/1969";"S";"F";"gabriella27@adventure-works.com";"$40,000";2;"Bachelors";"Skilled Manual";"Y"
"CLI1758";"KATELYN PEREZ";"S_1";"7/3/2019 12:00:00 AM";0;"ES";"Jorquera";"9/20/1971";"M";"F";"katelyn35@adventure-works.com";"$70,000";3;"Graduate Degree";"Professional";"Y"
"CLI1759";"MEGAN COX";"S_1";"7/3/2019 12:00:00 AM";0;"ES";"Ohanes";"5/4/1971";"M";"F";"megan39@adventure-works.com";"$70,000";3;"Graduate Degree";"Professional";"Y"
"CLI1767";"JANET DOMINGUEZ";"S_1";"5/14/2021 12:00:00 AM";0;"ES";"Redes";"12/13/1970";"M";"F";"janet18@adventure-works.com";"$70,000";4;"Graduate Degree";"Professional";"Y"
"CLI1785";"GREG TAYLOR";"S_1";"7/3/2019 12:00:00 AM";0;"ES";"Bárcena Mayor";"1/5/1969";"M";"M";"greg10@adventure-works.com";"$80,000";2;"Graduate Degree";"Professional";"Y"
"CLI1786";"DEVIN PARKER";"S_1";"7/3/2019 12:00:00 AM";0;"ES";"Reinosa";"10/1/1965";"S";"M";"devin40@adventure-works.com";"$40,000";0;"Bachelors";"Professional";"N"
"CLI1795";"JONATHON ORTEGA";"S_1";"7/3/2019 12:00:00 AM";0;"ES";"Lastres";"3/24/1964";"M";"M";"jonathon16@adventure-works.com";"$50,000";4;"Bachelors";"Skilled Manual";"Y"
"CLI1796";"LOGAN CAMPBELL";"S_1";"7/3/2019 12:00:00 AM";0;"ES";"Madrid";"1/11/1964";"M";"M";"logan33@adventure-works.com";"$50,000";5;"Bachelors";"Skilled Manual";"Y"
"CLI1800";"CHASE PETERSON";"S_1";"4/26/2021 12:00:00 AM";0;"ES";"Torrelavega";"3/16/1963";"S";"M";"chase5@adventure-works.com";"$60,000";4;"Bachelors";"Skilled Manual";"N"
"CLI1808";"ELIZABETH WEISMAN";"S_1";"4/29/2021 12:00:00 AM";0;"ES";"Santander";"9/19/1963";"S";"F";"elizabeth6@adventure-works.com";"$60,000";4;"Bachelors";"Professional";"Y"
"CLI1811";"DANIEL DAVIS";"S_1";"10/1/2019 12:00:00 AM";0;"ES";"Cauta";"12/8/1962";"S";"M";"daniel23@adventure-works.com";"$70,000";1;"Bachelors";"Professional";"N"
"CLI1813";"KYLE ZHANG";"S_1";"11/13/2019 12:00:00 AM";0;"ES";"Marbella";"3/20/1962";"M";"M";"kyle19@adventure-works.com";"$70,000";1;"Partial College";"Skilled Manual";"Y"
"CLI1825";"JASON CARTER";"S_1";"9/30/2020 12:00:00 AM";0;"ES";"Toledo";"4/15/1967";"S";"M";"jason39@adventure-works.com";"$70,000";0;"Partial College";"Skilled Manual";"N"
"CLI1830";"LOGAN WHITE";"S_1";"10/8/2020 12:00:00 AM";0;"ES";"Granada";"1/7/1960";"M";"M";"logan64@adventure-works.com";"$60,000";1;"Partial College";"Skilled Manual";"Y"
"CLI1836";"OMAR CHEN";"S_1";"11/12/2020 12:00:00 AM";0;"ES";"Palma";"8/25/1959";"M";"M";"omar2@adventure-works.com";"$60,000";1;"Partial College";"Skilled Manual";"N"
"CLI1839";"MEGAN MARTIN";"S_1";"2/2/2021 12:00:00 AM";0;"ES";"Murcia";"2/8/1959";"M";"F";"megan17@adventure-works.com";"$60,000";4;"Bachelors";"Professional";"Y"
"CLI1844";"EDWARD LEWIS";"S_1";"5/26/2021 12:00:00 AM";0;"ES";"Malaga";"11/2/1958";"S";"M";"edward43@adventure-works.com";"$60,000";3;"Bachelors";"Professional";"N"
"CLI1845";"CHASE KELLY";"S_1";"6/9/2021 12:00:00 AM";0;"ES";"Vitoria";"3/16/1958";"M";"M";"chase3@adventure-works.com";"$60,000";1;"Bachelors";"Professional";"Y"
"CLI1846";"STEPHANIE CAMPBELL";"S_1";"4/19/2021 12:00:00 AM";0;"ES";"Bilbao";"9/7/1958";"M";"F";"stephanie54@adventure-works.com";"$60,000";1;"Bachelors";"Professional";"Y"
"CLI1848";"SETH BROOKS";"S_1";"5/21/2021 12:00:00 AM";0;"ES";"Llanes";"12/1/1958";"S";"M";"seth74@adventure-works.com";"$60,000";1;"Bachelors";"Professional";"Y"
"CLI0015";"ROBIN VERHOFF";"S_1";"3/26/2015 12:00:00 AM";0;"ES";"Lastres";"7/7/1964";"S";"F";"rob4@adventure-works.com";"$60,000";4;"Bachelors";"Professional";"Y"
"CLI0613";"HEIDI LOPEZ";"S_1";"10/26/2016 12:00:00 AM";0;"ES";"Oviedo";"8/7/1951";"S";"F";"heidi19@adventure-works.com";"$40,000";2;"Partial College";"Clerical";"N"
"CLI0615";"DEANNA MUNOZ";"S_1";"11/16/2016 12:00:00 AM";0;"ES";"Gijón";"3/10/1952";"M";"F";"deanna33@adventure-works.com";"$40,000";2;"Partial College";"Skilled Manual";"Y"
"CLI0617";"MICHELE NATH";"S_1";"2/14/2017 12:00:00 AM";0;"PS";"Bani Suheila";"4/3/1953";"M";"F";"michele19@adventure-works.com";"$40,000";3;"Partial College";"Skilled Manual";"Y"
"CLI0621";"CARL ANDERSEN";"S_1";"3/1/2017 12:00:00 AM";0;"ES";"Torrelavega";"10/12/1953";"M";"M";"carl12@adventure-works.com";"$70,000";2;"Graduate Degree";"Management";"Y"
